Model,Rank,Average,harness|hendrycksTest-abstract_algebra|5,harness|hendrycksTest-anatomy|5,harness|hendrycksTest-astronomy|5,harness|hendrycksTest-business_ethics|5,harness|hendrycksTest-clinical_knowledge|5,harness|hendrycksTest-college_biology|5,harness|hendrycksTest-college_chemistry|5,harness|hendrycksTest-college_computer_science|5,harness|hendrycksTest-college_mathematics|5,harness|hendrycksTest-college_medicine|5,harness|hendrycksTest-college_physics|5,harness|hendrycksTest-computer_security|5,harness|hendrycksTest-conceptual_physics|5,harness|hendrycksTest-econometrics|5,harness|hendrycksTest-electrical_engineering|5,harness|hendrycksTest-elementary_mathematics|5,harness|hendrycksTest-formal_logic|5,harness|hendrycksTest-global_facts|5,harness|hendrycksTest-high_school_biology|5,harness|hendrycksTest-high_school_chemistry|5,harness|hendrycksTest-high_school_computer_science|5,harness|hendrycksTest-high_school_european_history|5,harness|hendrycksTest-high_school_geography|5,harness|hendrycksTest-high_school_government_and_politics|5,harness|hendrycksTest-high_school_macroeconomics|5,harness|hendrycksTest-high_school_mathematics|5,harness|hendrycksTest-high_school_microeconomics|5,harness|hendrycksTest-high_school_physics|5,harness|hendrycksTest-high_school_psychology|5,harness|hendrycksTest-high_school_statistics|5,harness|hendrycksTest-high_school_us_history|5,harness|hendrycksTest-high_school_world_history|5,harness|hendrycksTest-human_aging|5,harness|hendrycksTest-human_sexuality|5,harness|hendrycksTest-international_law|5,harness|hendrycksTest-jurisprudence|5,harness|hendrycksTest-logical_fallacies|5,harness|hendrycksTest-machine_learning|5,harness|hendrycksTest-management|5,harness|hendrycksTest-marketing|5,harness|hendrycksTest-medical_genetics|5,harness|hendrycksTest-miscellaneous|5,harness|hendrycksTest-moral_disputes|5,harness|hendrycksTest-moral_scenarios|5,harness|hendrycksTest-nutrition|5,harness|hendrycksTest-philosophy|5,harness|hendrycksTest-prehistory|5,harness|hendrycksTest-professional_accounting|5,harness|hendrycksTest-professional_law|5,harness|hendrycksTest-professional_medicine|5,harness|hendrycksTest-professional_psychology|5,harness|hendrycksTest-public_relations|5,harness|hendrycksTest-security_studies|5,harness|hendrycksTest-sociology|5,harness|hendrycksTest-us_foreign_policy|5,harness|hendrycksTest-virology|5,harness|hendrycksTest-world_religions|5
details_APMIC__caigun-lora-model-34B-v2,27.0,75.69053877293528,39.0,71.85185185185186,88.1578947368421,76.0,80.37735849056604,87.5,52.0,66.0,42.0,72.83236994219652,49.019607843137244,83.0,76.17021276595744,57.01754385964912,78.62068965517241,62.16931216931217,55.55555555555556,55.00000000000001,90.0,65.02463054187191,81.0,87.27272727272727,90.90909090909092,97.92746113989638,78.71794871794872,37.77777777777777,85.71428571428571,52.980132450331126,91.92660550458716,66.20370370370371,90.68627450980392,90.71729957805908,79.37219730941703,86.25954198473282,90.08264462809916,88.88888888888889,89.57055214723927,63.39285714285714,90.29126213592232,91.02564102564102,85.0,89.52745849297573,81.5028901734104,60.67039106145251,83.66013071895425,82.31511254019293,87.96296296296296,63.829787234042556,59.77835723598436,80.14705882352942,82.35294117647058,70.0,84.08163265306122,89.55223880597015,91.0,57.831325301204814,87.13450292397661
details_mncai__yi-34B-v2,28.0,75.64382353416659,35.0,69.62962962962963,88.1578947368421,79.0,81.50943396226415,90.97222222222221,51.0,59.0,40.0,72.25433526011561,52.94117647058824,83.0,77.4468085106383,56.14035087719298,72.41379310344827,68.78306878306879,54.761904761904766,57.99999999999999,90.32258064516128,67.48768472906403,78.0,84.24242424242424,92.92929292929291,97.40932642487049,82.82051282051283,39.62962962962963,85.29411764705883,49.00662251655629,92.66055045871559,66.66666666666666,91.17647058823528,91.13924050632912,81.61434977578476,87.02290076335878,90.08264462809916,87.96296296296296,85.2760736196319,57.14285714285714,84.46601941747572,93.5897435897436,82.0,90.16602809706258,80.63583815028902,71.50837988826815,83.66013071895425,81.35048231511254,86.11111111111111,62.4113475177305,59.843546284224246,83.82352941176471,81.69934640522875,70.9090909090909,84.89795918367346,88.55721393034825,92.0,59.036144578313255,87.13450292397661
details_Mihaiii__Pallas-0.2,29.0,75.63552668893982,46.0,71.11111111111111,86.18421052631578,77.0,80.0,87.5,51.0,61.0,53.0,75.14450867052022,53.92156862745098,80.0,76.17021276595744,61.40350877192983,72.41379310344827,66.93121693121694,55.55555555555556,54.0,90.32258064516128,67.98029556650246,85.0,84.24242424242424,90.90909090909092,97.40932642487049,81.53846153846153,42.96296296296296,83.19327731092437,46.357615894039725,91.55963302752293,62.96296296296296,92.64705882352942,90.29535864978904,79.37219730941703,85.49618320610686,88.42975206611571,86.11111111111111,87.73006134969326,53.57142857142857,86.40776699029125,94.01709401709401,83.0,89.91060025542784,81.21387283236994,70.83798882681565,80.3921568627451,79.09967845659163,87.34567901234568,62.056737588652474,58.47457627118644,81.25,81.37254901960785,73.63636363636363,83.6734693877551,90.54726368159204,92.0,53.01204819277109,86.54970760233918
details_migtissera__Tess-M-Creative-v1.0,30.0,75.53967780666751,38.0,68.88888888888889,87.5,76.0,81.13207547169812,88.88888888888889,51.0,60.0,39.0,71.67630057803468,54.90196078431373,83.0,77.4468085106383,57.89473684210527,71.03448275862068,69.31216931216932,53.17460317460318,57.99999999999999,90.0,68.4729064039409,79.0,84.84848484848484,92.92929292929291,97.40932642487049,82.3076923076923,38.88888888888889,84.87394957983193,48.34437086092715,92.84403669724772,64.35185185185185,91.17647058823528,91.56118143459916,81.16591928251121,87.02290076335878,90.08264462809916,87.96296296296296,85.88957055214725,58.03571428571429,85.43689320388349,92.73504273504274,84.0,90.67688378033203,80.92485549132948,69.72067039106146,83.66013071895425,80.06430868167203,85.80246913580247,62.056737588652474,59.51760104302477,83.08823529411765,81.5359477124183,71.81818181818181,84.08163265306122,89.05472636815921,92.0,58.43373493975904,87.13450292397661
details_Mihaiii__Pallas-0.2,31.0,75.53069278675338,46.0,71.11111111111111,86.18421052631578,77.0,79.62264150943396,88.19444444444444,50.0,60.0,48.0,75.14450867052022,55.88235294117647,80.0,77.02127659574468,62.28070175438597,72.41379310344827,66.66666666666666,56.34920634920635,53.0,90.0,68.4729064039409,85.0,84.24242424242424,91.4141414141414,97.40932642487049,81.53846153846153,42.22222222222222,82.35294117647058,46.357615894039725,91.37614678899084,62.96296296296296,92.64705882352942,90.29535864978904,80.26905829596413,85.49618320610686,87.60330578512396,86.11111111111111,87.73006134969326,53.57142857142857,86.40776699029125,94.01709401709401,83.0,89.78288633461047,81.21387283236994,70.72625698324022,80.06535947712419,78.45659163987139,87.34567901234568,61.702127659574465,58.60495436766623,81.61764705882352,81.37254901960785,73.63636363636363,83.26530612244898,90.54726368159204,92.0,52.40963855421686,87.13450292397661
details_APMIC__caigun-lora-model-34B-v3,32.0,75.41026316041703,43.0,71.11111111111111,88.81578947368422,79.0,79.24528301886792,86.11111111111111,52.0,63.0,41.0,72.83236994219652,46.07843137254901,82.0,74.8936170212766,58.77192982456141,77.93103448275862,63.75661375661375,56.34920634920635,54.0,88.70967741935483,61.57635467980296,81.0,87.27272727272727,91.91919191919192,96.89119170984456,79.74358974358975,37.4074074074074,86.5546218487395,51.65562913907284,91.92660550458716,66.66666666666666,91.17647058823528,90.71729957805908,78.47533632286996,85.49618320610686,90.08264462809916,87.96296296296296,87.11656441717791,58.92857142857143,90.29126213592232,92.30769230769232,87.0,90.80459770114943,82.08092485549133,60.11173184357542,83.33333333333334,81.9935691318328,86.11111111111111,62.76595744680851,59.90873533246415,80.51470588235294,83.16993464052288,69.0909090909091,82.85714285714286,87.56218905472637,90.0,57.831325301204814,89.47368421052632
details_migtissera__Tess-M-v1.3,33.0,75.36214578526321,42.0,71.11111111111111,86.18421052631578,76.0,83.77358490566039,88.88888888888889,50.0,54.0,48.0,71.09826589595376,43.13725490196078,82.0,78.29787234042553,57.89473684210527,74.48275862068967,66.4021164021164,57.14285714285714,60.0,90.0,66.50246305418719,79.0,86.66666666666667,90.4040404040404,96.37305699481864,80.25641025641026,39.25925925925926,84.45378151260505,47.019867549668874,91.55963302752293,62.03703703703704,93.62745098039215,91.56118143459916,80.71748878923766,86.25954198473282,87.60330578512396,87.96296296296296,85.88957055214725,60.71428571428571,86.40776699029125,92.73504273504274,84.0,90.67688378033203,80.34682080924856,68.71508379888269,83.33333333333334,81.9935691318328,87.65432098765432,63.12056737588653,59.843546284224246,82.72058823529412,81.86274509803921,69.0909090909091,80.81632653061224,88.05970149253731,91.0,58.43373493975904,86.54970760233918
details_kyujinpy__PlatYi-34B-200K-Q,34.0,75.18645615749864,38.0,68.88888888888889,83.55263157894737,77.0,80.75471698113208,90.97222222222221,57.99999999999999,59.0,42.0,73.98843930635837,51.9607843137255,81.0,79.57446808510639,63.1578947368421,72.41379310344827,66.93121693121694,48.412698412698404,57.99999999999999,89.6774193548387,68.96551724137932,84.0,87.87878787878788,90.4040404040404,95.33678756476685,76.41025641025641,42.96296296296296,81.9327731092437,43.70860927152318,92.66055045871559,64.35185185185185,92.64705882352942,89.45147679324894,80.26905829596413,83.96946564885496,89.25619834710744,87.03703703703704,84.66257668711657,59.82142857142857,87.37864077669903,94.44444444444444,85.0,88.76117496807151,80.92485549132948,58.212290502793294,83.66013071895425,81.9935691318328,83.64197530864197,60.63829787234043,60.039113428943935,82.35294117647058,80.3921568627451,75.45454545454545,81.22448979591836,86.56716417910447,91.0,56.62650602409639,88.30409356725146
details_Mihaiii__Pallas-0.4,35.0,75.11023174965578,44.0,70.37037037037037,86.18421052631578,77.0,80.37735849056604,86.11111111111111,54.0,64.0,46.0,73.41040462427746,57.84313725490197,80.0,77.02127659574468,58.77192982456141,70.34482758620689,68.51851851851852,57.14285714285714,55.00000000000001,89.6774193548387,67.48768472906403,84.0,84.24242424242424,90.90909090909092,96.89119170984456,78.97435897435898,43.7037037037037,83.19327731092437,48.34437086092715,90.82568807339449,64.35185185185185,92.15686274509804,89.45147679324894,79.37219730941703,82.44274809160305,87.60330578512396,85.18518518518519,86.50306748466258,52.67857142857143,84.46601941747572,92.73504273504274,81.0,90.03831417624522,81.21387283236994,65.92178770949721,80.71895424836602,78.13504823151125,85.18518518518519,60.99290780141844,58.148631029986966,81.98529411764706,79.08496732026144,73.63636363636363,82.85714285714286,89.55223880597015,89.0,54.21686746987952,88.30409356725146
details_Mihaiii__Pallas-0.3,36.0,75.0920321383318,43.0,70.37037037037037,85.52631578947368,77.0,80.37735849056604,86.80555555555556,54.0,63.0,44.0,72.83236994219652,57.84313725490197,80.0,76.59574468085107,60.526315789473685,71.72413793103448,68.78306878306879,57.14285714285714,55.00000000000001,89.6774193548387,67.48768472906403,84.0,84.24242424242424,90.4040404040404,97.40932642487049,79.23076923076923,44.07407407407407,83.61344537815127,47.682119205298015,91.19266055045871,64.35185185185185,92.15686274509804,89.45147679324894,79.37219730941703,81.67938931297711,88.42975206611571,84.25925925925925,87.11656441717791,53.57142857142857,83.49514563106796,93.16239316239316,81.0,90.03831417624522,81.5028901734104,65.8100558659218,80.71895424836602,78.13504823151125,85.49382716049382,60.63829787234043,57.887874837027375,82.35294117647058,78.92156862745098,73.63636363636363,82.44897959183673,89.55223880597015,89.0,54.21686746987952,88.30409356725146
details_Mihaiii__Pallas-0.3,37.0,75.08068695244015,43.0,70.37037037037037,86.18421052631578,77.0,80.75471698113208,86.11111111111111,53.0,64.0,46.0,73.41040462427746,58.82352941176471,80.0,77.4468085106383,58.77192982456141,70.34482758620689,68.51851851851852,57.14285714285714,55.00000000000001,89.6774193548387,66.50246305418719,84.0,84.24242424242424,90.90909090909092,96.89119170984456,79.23076923076923,43.7037037037037,82.77310924369748,47.019867549668874,90.82568807339449,64.81481481481481,92.15686274509804,89.45147679324894,79.37219730941703,82.44274809160305,87.60330578512396,85.18518518518519,87.11656441717791,52.67857142857143,84.46601941747572,92.73504273504274,81.0,90.03831417624522,81.21387283236994,66.14525139664804,80.71895424836602,78.13504823151125,85.18518518518519,60.99290780141844,58.01825293350718,81.98529411764706,78.92156862745098,73.63636363636363,82.85714285714286,89.55223880597015,89.0,54.21686746987952,88.30409356725146
details_migtissera__Tess-34B-v1.4,38.0,75.01906388791764,47.0,69.62962962962963,86.18421052631578,77.0,80.37735849056604,87.5,51.0,60.0,45.0,73.98843930635837,53.92156862745098,80.0,77.02127659574468,62.28070175438597,73.79310344827587,68.51851851851852,54.761904761904766,55.00000000000001,90.32258064516128,67.48768472906403,81.0,83.63636363636363,91.91919191919192,96.89119170984456,79.74358974358975,41.48148148148148,82.35294117647058,48.34437086092715,91.0091743119266,62.5,93.1372549019608,89.45147679324894,78.9237668161435,83.96946564885496,87.60330578512396,85.18518518518519,86.50306748466258,50.0,84.46601941747572,92.30769230769232,83.0,90.42145593869732,82.08092485549133,67.37430167597765,79.73856209150327,78.45659163987139,87.34567901234568,61.347517730496456,57.95306388526728,80.14705882352942,80.22875816993465,71.81818181818181,83.6734693877551,88.55721393034825,92.0,53.01204819277109,87.71929824561403
details_Mihaiii__Pallas-0.5,39.0,75.01060528846502,47.0,70.37037037037037,85.52631578947368,77.0,80.37735849056604,86.80555555555556,52.0,60.0,46.0,73.98843930635837,53.92156862745098,80.0,77.4468085106383,61.40350877192983,73.10344827586206,67.72486772486772,55.55555555555556,54.0,90.0,67.48768472906403,82.0,84.24242424242424,91.4141414141414,96.89119170984456,80.0,42.22222222222222,82.77310924369748,47.019867549668874,91.19266055045871,63.888888888888886,93.1372549019608,90.29535864978904,78.47533632286996,83.96946564885496,88.42975206611571,85.18518518518519,86.50306748466258,49.10714285714285,82.52427184466019,92.30769230769232,83.0,90.42145593869732,80.92485549132948,66.70391061452514,79.73856209150327,78.13504823151125,87.34567901234568,60.63829787234043,58.344198174706655,80.14705882352942,79.73856209150327,71.81818181818181,84.48979591836735,89.55223880597015,92.0,53.01204819277109,88.30409356725146
details_kyujinpy__PlatYi-34B-Llama-Q-v3,40.0,74.98227494840508,34.0,74.07407407407408,86.18421052631578,83.0,78.49056603773586,86.11111111111111,49.0,55.00000000000001,48.0,69.94219653179191,48.03921568627451,81.0,74.46808510638297,60.526315789473685,75.17241379310344,64.81481481481481,60.317460317460316,50.0,89.03225806451613,61.083743842364534,83.0,86.06060606060606,90.4040404040404,96.89119170984456,77.94871794871796,41.11111111111111,84.03361344537815,47.682119205298015,91.74311926605505,63.42592592592593,92.15686274509804,92.40506329113924,80.26905829596413,84.7328244274809,90.90909090909092,88.88888888888889,88.95705521472392,66.07142857142857,87.37864077669903,92.73504273504274,84.0,90.67688378033203,81.79190751445087,56.87150837988827,82.02614379084967,81.9935691318328,84.87654320987654,61.347517730496456,58.21382007822686,80.51470588235294,80.71895424836602,70.9090909090909,82.85714285714286,88.55721393034825,91.0,56.024096385542165,86.54970760233918
details_Mihaiii__Pallas-0.5-LASER-0.1,41.0,74.93587365678796,47.0,70.37037037037037,85.52631578947368,78.0,79.24528301886792,87.5,51.0,60.0,43.0,72.83236994219652,51.9607843137255,79.0,77.02127659574468,60.526315789473685,72.41379310344827,66.93121693121694,55.55555555555556,55.00000000000001,90.0,66.50246305418719,81.0,83.63636363636363,91.4141414141414,97.40932642487049,79.74358974358975,42.96296296296296,82.77310924369748,47.019867549668874,91.37614678899084,64.81481481481481,93.1372549019608,89.87341772151899,79.37219730941703,84.7328244274809,90.08264462809916,84.25925925925925,87.11656441717791,50.89285714285714,84.46601941747572,92.73504273504274,84.0,90.29374201787996,81.21387283236994,66.70391061452514,80.3921568627451,78.13504823151125,87.03703703703704,59.21985815602837,58.40938722294654,79.77941176470588,79.57516339869281,72.72727272727273,83.26530612244898,89.05472636815921,92.0,53.6144578313253,87.71929824561403
details_Mihaiii__Pallas-0.4,42.0,74.9327764048663,44.0,70.37037037037037,84.86842105263158,77.0,80.37735849056604,86.11111111111111,53.0,65.0,44.0,73.98843930635837,56.86274509803921,80.0,77.02127659574468,57.89473684210527,69.6551724137931,68.51851851851852,57.14285714285714,56.00000000000001,89.6774193548387,66.99507389162561,85.0,84.84848484848484,90.4040404040404,96.89119170984456,79.23076923076923,43.7037037037037,82.35294117647058,47.682119205298015,90.6422018348624,63.888888888888886,92.15686274509804,89.45147679324894,79.37219730941703,81.67938931297711,87.60330578512396,84.25925925925925,85.88957055214725,51.78571428571429,82.52427184466019,92.73504273504274,81.0,90.03831417624522,81.21387283236994,65.8100558659218,80.3921568627451,79.09967845659163,85.49382716049382,61.702127659574465,58.083441981747065,81.98529411764706,79.41176470588235,73.63636363636363,82.0408163265306,89.55223880597015,88.0,54.81927710843374,88.30409356725146
details_JosephusCheung__Yee-34B-200K-Chat,43.0,74.91263571199991,44.0,73.33333333333333,87.5,79.0,83.01886792452831,87.5,50.0,57.99999999999999,37.0,68.78612716763006,44.11764705882353,81.0,76.17021276595744,55.26315789473685,75.17241379310344,63.75661375661375,51.587301587301596,56.00000000000001,86.12903225806451,62.06896551724138,79.0,87.87878787878788,90.4040404040404,96.89119170984456,77.94871794871796,37.03703703703703,81.9327731092437,48.34437086092715,91.37614678899084,62.5,91.17647058823528,91.56118143459916,81.16591928251121,90.0763358778626,90.08264462809916,88.88888888888889,86.50306748466258,61.60714285714286,86.40776699029125,91.45299145299144,89.0,89.78288633461047,80.92485549132948,71.95530726256983,83.00653594771242,80.06430868167203,88.27160493827161,61.702127659574465,55.60625814863103,80.14705882352942,82.18954248366013,70.9090909090909,83.6734693877551,87.56218905472637,88.0,59.036144578313255,86.54970760233918
details_01-ai__Yi-34B-Chat,44.0,74.89765262226099,45.0,71.11111111111111,85.52631578947368,79.0,79.24528301886792,84.72222222222221,53.0,59.0,34.0,69.94219653179191,46.07843137254901,82.0,76.59574468085107,55.26315789473685,80.0,63.49206349206349,53.96825396825397,56.00000000000001,87.09677419354838,62.06896551724138,81.0,85.45454545454545,89.8989898989899,95.33678756476685,78.46153846153847,35.55555555555555,83.61344537815127,50.331125827814574,90.82568807339449,63.42592592592593,90.68627450980392,90.29535864978904,81.16591928251121,89.31297709923665,89.25619834710744,88.88888888888889,85.2760736196319,61.60714285714286,87.37864077669903,91.45299145299144,87.0,89.91060025542784,80.92485549132948,70.16759776536313,83.00653594771242,81.02893890675242,87.03703703703704,61.702127659574465,54.95436766623207,78.30882352941177,82.6797385620915,72.72727272727273,83.6734693877551,88.55721393034825,89.0,58.43373493975904,87.71929824561403
details_01-ai__Yi-34B-Chat,45.0,74.86694971720243,45.0,71.85185185185186,86.18421052631578,79.0,80.0,84.72222222222221,51.0,60.0,32.0,69.36416184971098,45.09803921568627,82.0,76.59574468085107,54.385964912280706,79.3103448275862,64.55026455026454,55.55555555555556,56.99999999999999,86.7741935483871,61.57635467980296,81.0,85.45454545454545,89.8989898989899,95.85492227979275,78.46153846153847,35.18518518518518,83.61344537815127,50.331125827814574,91.0091743119266,63.888888888888886,90.68627450980392,89.87341772151899,81.16591928251121,89.31297709923665,89.25619834710744,89.81481481481481,85.2760736196319,61.60714285714286,88.3495145631068,91.02564102564102,88.0,90.16602809706258,80.34682080924856,70.72625698324022,83.00653594771242,80.06430868167203,87.34567901234568,61.702127659574465,55.08474576271186,78.67647058823529,82.84313725490196,71.81818181818181,83.26530612244898,88.55721393034825,89.0,57.22891566265061,86.54970760233918
details_Mihaiii__Pallas-0.5-LASER-0.2,46.0,74.84070424627333,43.0,69.62962962962963,86.18421052631578,78.0,78.11320754716982,87.5,51.0,61.0,46.0,72.83236994219652,51.9607843137255,79.0,76.59574468085107,60.526315789473685,73.79310344827587,66.4021164021164,55.55555555555556,53.0,90.0,66.00985221674877,82.0,84.24242424242424,91.4141414141414,97.40932642487049,78.97435897435898,40.74074074074074,83.19327731092437,48.34437086092715,91.19266055045871,63.888888888888886,93.1372549019608,89.45147679324894,79.37219730941703,84.7328244274809,88.42975206611571,84.25925925925925,87.11656441717791,50.0,83.49514563106796,93.16239316239316,83.0,90.42145593869732,81.21387283236994,66.70391061452514,80.71895424836602,78.77813504823152,87.34567901234568,59.57446808510638,58.344198174706655,79.04411764705883,79.90196078431373,73.63636363636363,83.6734693877551,89.55223880597015,92.0,54.21686746987952,87.13450292397661
details_Mihaiii__Pallas-0.5-LASER-0.3,47.0,74.66211256712153,41.0,71.11111111111111,86.18421052631578,75.0,78.49056603773586,86.80555555555556,51.0,60.0,43.0,72.25433526011561,51.9607843137255,79.0,76.17021276595744,61.40350877192983,74.48275862068967,63.227513227513235,55.55555555555556,53.0,90.96774193548389,66.50246305418719,82.0,84.24242424242424,91.4141414141414,97.40932642487049,79.74358974358975,41.11111111111111,83.19327731092437,47.682119205298015,90.82568807339449,64.81481481481481,92.64705882352942,89.87341772151899,79.37219730941703,83.20610687022901,87.60330578512396,85.18518518518519,88.34355828220859,52.67857142857143,83.49514563106796,93.16239316239316,85.0,90.03831417624522,80.34682080924856,64.58100558659218,79.08496732026144,78.45659163987139,87.34567901234568,58.86524822695035,57.75749674054759,78.67647058823529,80.06535947712419,73.63636363636363,83.26530612244898,90.54726368159204,91.0,54.81927710843374,87.13450292397661
details_Mihaiii__Pallas-0.5-LASER-exp2-0.1,48.0,74.65534444974483,45.0,70.37037037037037,84.86842105263158,77.0,80.75471698113208,86.11111111111111,52.0,61.0,44.0,72.83236994219652,50.0,79.0,76.17021276595744,61.40350877192983,73.10344827586206,65.60846560846561,54.761904761904766,52.0,90.32258064516128,66.50246305418719,82.0,83.63636363636363,90.90909090909092,97.92746113989638,79.74358974358975,44.07407407407407,82.77310924369748,47.019867549668874,90.82568807339449,62.03703703703704,92.64705882352942,89.87341772151899,78.02690582959642,83.96946564885496,88.42975206611571,85.18518518518519,87.11656441717791,49.10714285714285,83.49514563106796,93.16239316239316,87.0,89.78288633461047,80.63583815028902,64.24581005586593,79.08496732026144,78.45659163987139,86.72839506172839,60.28368794326241,57.30117340286832,77.94117647058823,79.73856209150327,72.72727272727273,83.6734693877551,90.04975124378109,91.0,54.21686746987952,87.71929824561403
details_AA051611__A0110,49.0,74.48238040201575,41.0,71.85185185185186,86.8421052631579,75.0,79.24528301886792,81.94444444444444,49.0,62.0,42.0,71.09826589595376,47.05882352941176,77.0,76.17021276595744,57.89473684210527,73.10344827586206,62.698412698412696,53.96825396825397,56.00000000000001,87.74193548387098,58.620689655172406,77.0,84.24242424242424,88.88888888888889,96.37305699481864,80.0,40.74074074074074,84.03361344537815,45.69536423841059,90.6422018348624,66.66666666666666,91.17647058823528,89.87341772151899,77.13004484304933,88.54961832061069,90.08264462809916,88.88888888888889,84.04907975460122,58.92857142857143,91.2621359223301,93.5897435897436,87.0,90.42145593869732,80.05780346820809,61.899441340782126,80.71895424836602,82.95819935691318,83.0246913580247,60.63829787234043,55.73663624511083,82.35294117647058,79.24836601307189,71.81818181818181,80.81632653061224,90.04975124378109,94.0,57.22891566265061,89.47368421052632
details_AA051611__A0109,50.0,74.44088517552848,41.0,72.5925925925926,87.5,76.0,80.0,82.63888888888889,49.0,63.0,41.0,71.09826589595376,47.05882352941176,77.0,76.59574468085107,57.89473684210527,73.10344827586206,63.227513227513235,53.96825396825397,55.00000000000001,87.74193548387098,58.620689655172406,77.0,84.24242424242424,88.88888888888889,95.33678756476685,79.74358974358975,40.74074074074074,84.45378151260505,45.033112582781456,90.45871559633028,66.20370370370371,90.68627450980392,89.87341772151899,77.57847533632287,88.54961832061069,89.25619834710744,88.88888888888889,84.04907975460122,58.92857142857143,90.29126213592232,93.16239316239316,87.0,90.29374201787996,79.76878612716763,62.12290502793296,81.04575163398692,82.95819935691318,82.71604938271605,59.9290780141844,55.932203389830505,81.61764705882352,78.75816993464052,71.81818181818181,80.40816326530611,90.04975124378109,94.0,57.831325301204814,89.47368421052632
details_Azure99__blossom-v3_1-yi-34b,51.0,74.37164199545644,38.0,73.33333333333333,86.18421052631578,74.0,77.73584905660378,86.11111111111111,48.0,62.0,44.0,75.14450867052022,46.07843137254901,83.0,77.02127659574468,50.877192982456144,74.48275862068967,65.60846560846561,55.55555555555556,48.0,89.03225806451613,66.50246305418719,81.0,84.84848484848484,89.8989898989899,96.37305699481864,76.92307692307693,39.25925925925926,83.19327731092437,47.682119205298015,91.19266055045871,64.81481481481481,90.68627450980392,89.45147679324894,76.68161434977578,83.96946564885496,90.90909090909092,86.11111111111111,85.88957055214725,55.35714285714286,85.43689320388349,92.73504273504274,86.0,89.65517241379311,80.34682080924856,60.44692737430167,82.6797385620915,81.67202572347267,83.64197530864197,64.8936170212766,58.865710560625814,80.14705882352942,82.02614379084967,71.81818181818181,83.6734693877551,88.05970149253731,89.0,56.62650602409639,86.54970760233918
details_Mihaiii__Pallas-0.5-LASER-0.4,52.0,74.32460890171284,41.0,70.37037037037037,86.18421052631578,75.0,78.11320754716982,86.80555555555556,52.0,57.99999999999999,43.0,71.67630057803468,52.94117647058824,80.0,75.74468085106383,60.526315789473685,73.10344827586206,60.84656084656085,55.55555555555556,49.0,90.0,65.51724137931035,80.0,83.63636363636363,91.4141414141414,97.40932642487049,79.74358974358975,40.74074074074074,83.19327731092437,47.019867549668874,90.6422018348624,63.42592592592593,92.64705882352942,89.87341772151899,78.9237668161435,83.20610687022901,88.42975206611571,85.18518518518519,87.11656441717791,50.89285714285714,83.49514563106796,93.16239316239316,85.0,90.03831417624522,80.92485549132948,65.47486033519553,79.41176470588235,77.81350482315112,87.34567901234568,58.51063829787234,57.49674054758801,79.04411764705883,79.90196078431373,74.54545454545455,82.44897959183673,90.04975124378109,91.0,54.81927710843374,87.13450292397661
details_Mihaiii__Pallas-0.5-LASER-0.5,53.0,74.30611901128162,42.0,71.11111111111111,86.18421052631578,75.0,78.49056603773586,86.80555555555556,52.0,59.0,45.0,72.83236994219652,50.0,80.0,76.59574468085107,59.64912280701754,73.79310344827587,60.317460317460316,54.761904761904766,49.0,90.32258064516128,66.00985221674877,80.0,83.63636363636363,91.4141414141414,97.92746113989638,79.48717948717949,39.25925925925926,83.61344537815127,47.019867549668874,90.82568807339449,63.888888888888886,92.64705882352942,90.29535864978904,78.9237668161435,83.20610687022901,88.42975206611571,85.18518518518519,87.73006134969326,50.0,83.49514563106796,92.73504273504274,85.0,89.78288633461047,80.63583815028902,63.57541899441341,78.75816993464052,78.45659163987139,86.72839506172839,58.51063829787234,57.30117340286832,78.67647058823529,79.73856209150327,73.63636363636363,82.44897959183673,90.04975124378109,91.0,55.42168674698795,87.13450292397661
details_Mihaiii__Pallas-0.5-LASER-0.6,54.0,74.25217904619511,41.0,71.11111111111111,84.21052631578947,75.0,78.8679245283019,86.80555555555556,52.0,57.99999999999999,46.0,72.25433526011561,50.0,80.0,76.17021276595744,59.64912280701754,73.79310344827587,60.05291005291006,55.55555555555556,49.0,90.64516129032259,65.02463054187191,81.0,83.03030303030303,90.90909090909092,97.40932642487049,78.71794871794872,40.0,83.19327731092437,47.019867549668874,90.45871559633028,63.888888888888886,92.64705882352942,90.29535864978904,79.37219730941703,83.20610687022901,89.25619834710744,84.25925925925925,88.34355828220859,50.89285714285714,83.49514563106796,92.73504273504274,85.0,89.78288633461047,80.92485549132948,64.24581005586593,78.43137254901961,77.81350482315112,86.72839506172839,58.86524822695035,57.36636245110821,78.67647058823529,79.90196078431373,72.72727272727273,82.44897959183673,90.04975124378109,91.0,55.42168674698795,87.71929824561403
