Model,Rank,Rank-Before,Average,Average-Before,Average-0 (× 0.0017),Average-1 (× 0.0017),Average-2 (× 0.0017),Average-3 (× 0.0017),Average-4 (× 0.0017),Average-5 (× 0.0017),Average-6 (× 0.0017),Average-7 (× 0.0017),Average-8 (× 0.0017),Average-9 (× 0.0017),Average-10 (× 0.0017),Average-11 (× 0.0017),Average-12 (× 0.0017),Average-13 (× 0.0017),Average-14 (× 0.0017),Average-15 (× 0.0017),Average-16 (× 0.0017),Average-17 (× 0.0017),Average-18 (× 0.0017),Average-19 (× 0.0017),Average-20 (× 0.0017),Average-21 (× 0.0017),Average-22 (× 0.0017),Average-23 (× 0.0017),Average-24 (× 0.0017),Average-25 (× 0.0017),Average-26 (× 0.0017),Average-27 (× 0.0017),Average-28 (× 0.0017),Average-29 (× 0.0017),Average-30 (× 0.0017),Average-31 (× 0.0017),Average-32 (× 0.0017),Average-33 (× 0.0017),Average-34 (× 0.0017),Average-35 (× 0.0017),Average-36 (× 0.0017),Average-37 (× 0.0017),Average-38 (× 0.0017),Average-39 (× 0.0017),Average-40 (× 0.0017),Average-41 (× 0.0017),Average-42 (× 0.0017),Average-43 (× 0.0017),Average-44 (× 0.0017),Average-45 (× 0.0017),Average-46 (× 0.0017),Average-47 (× 0.0017),Average-48 (× 0.0017),Average-49 (× 0.0017),Average-50 (× 0.0017),Average-51 (× 0.0017),Average-52 (× 0.0017),Average-53 (× 0.0017),Average-54 (× 0.0017),Average-55 (× 0.0017),Classification Average-0 (× 0.0020),Classification Average-1 (× 0.0020),Classification Average-2 (× 0.0020),Classification Average-3 (× 0.0020),Classification Average-4 (× 0.0020),Classification Average-5 (× 0.0020),Classification Average-6 (× 0.0020),Classification Average-7 (× 0.0020),Classification Average-8 (× 0.0020),Classification Average-9 (× 0.0020),Classification Average-10 (× 0.0020),Classification Average-11 (× 0.0020),Clustering Average-0 (× 0.0018),Clustering Average-1 (× 0.0018),Clustering Average-2 (× 0.0018),Clustering Average-3 (× 0.0018),Clustering Average-4 (× 0.0018),Clustering Average-5 (× 0.0018),Clustering Average-6 (× 0.0018),Clustering Average-7 (× 0.0018),Clustering Average-8 (× 0.0018),Clustering Average-9 (× 0.0018),Clustering Average-10 (× 0.0018),Pair Classification Average-0 (× 0.0020),Pair Classification Average-1 (× 0.0020),Pair Classification Average-2 (× 0.0020),Reranking Average-0 (× 0.0027),Reranking Average-1 (× 0.0027),Reranking Average-2 (× 0.0027),Reranking Average-3 (× 0.0027),Retrieval Average-0 (× 0.0010),Retrieval Average-1 (× 0.0010),Retrieval Average-2 (× 0.0010),Retrieval Average-3 (× 0.0010),Retrieval Average-4 (× 0.0010),Retrieval Average-5 (× 0.0010),Retrieval Average-6 (× 0.0010),Retrieval Average-7 (× 0.0010),Retrieval Average-8 (× 0.0010),Retrieval Average-9 (× 0.0010),Retrieval Average-10 (× 0.0010),Retrieval Average-11 (× 0.0010),Retrieval Average-12 (× 0.0010),Retrieval Average-13 (× 0.0010),Retrieval Average-14 (× 0.0010),STS Average-0 (× 0.0020),STS Average-1 (× 0.0020),STS Average-2 (× 0.0020),STS Average-3 (× 0.0020),STS Average-4 (× 0.0020),STS Average-5 (× 0.0020),STS Average-6 (× 0.0020),STS Average-7 (× 0.0020),STS Average-8 (× 0.0020),STS Average-9 (× 0.0020),Summarization Average-0 (× 1.0000)
bge-micro,42.0,64.0,0.37545559522701194,55.71080357142853,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.09380264046452576,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.1336550093154028,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.07184381671101572,0.1615491640270106,0.1615491640270106,0.1615491640270106,0.1480244496585619,0.1480244496585619,0.1480244496585619,0.1480244496585619,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.03990881401181183,0.15685592029134457,0.15685592029134457,0.15685592029134457,0.15685592029134457,0.15685592029134457,0.15685592029134457,0.15685592029134457,0.15685592029134457,0.15685592029134457,0.15685592029134457,31.16
text-embedding-3-large-256,43.0,21.0,0.3744906554647999,62.00008928571422,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.10439353273740076,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.14497590083541131,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.08416978323746216,0.16638951442283031,0.16638951442283031,0.16638951442283031,0.15814181716470163,0.15814181716470163,0.15814181716470163,0.15814181716470163,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.050506843014458576,0.16219986959819527,0.16219986959819527,0.16219986959819527,0.16219986959819527,0.16219986959819527,0.16219986959819527,0.16219986959819527,0.16219986959819527,0.16219986959819527,0.16219986959819527,29.92
lodestone-base-4096-v1,44.0,67.0,0.37386487719115097,54.24124999999991,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.09132750347865512,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.1355686831488562,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.07446558802535588,0.15884251911179717,0.15884251911179717,0.15884251911179717,0.14712452209063032,0.14712452209063032,0.14712452209063032,0.14712452209063032,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.03616430745460362,0.14750901270220868,0.14750901270220868,0.14750901270220868,0.14750901270220868,0.14750901270220868,0.14750901270220868,0.14750901270220868,0.14750901270220868,0.14750901270220868,0.14750901270220868,31.23
jina-embeddings-v2-small-en,45.0,46.0,0.3737474535847326,58.00053571428577,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.09765846610918136,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.1386305612823816,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.07297263491580107,0.16682415813184268,0.16682415813184268,0.16682415813184268,0.15023336277984847,0.15023336277984847,0.15023336277984847,0.15023336277984847,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.04413238276563415,0.16011833129140698,0.16011833129140698,0.16011833129140698,0.16011833129140698,0.16011833129140698,0.16011833129140698,0.16011833129140698,0.16011833129140698,0.16011833129140698,0.16011833129140698,30.56
all-MiniLM-L6-v2,46.0,58.0,0.3732388078199578,56.261964285714306,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.1270075107360384,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.07710556608493452,0.16273455596068076,0.16273455596068076,0.16273455596068076,0.15827816982650944,0.15827816982650944,0.15827816982650944,0.15827816982650944,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.041013590097881095,0.15791670423615015,0.15791670423615015,0.15791670423615015,0.15791670423615015,0.15791670423615015,0.15791670423615015,0.15791670423615015,0.15791670423615015,0.15791670423615015,0.15791670423615015,30.81
sentence-t5-xxl,47.0,36.0,0.37262929453870985,59.51214285714292,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.10020095376133419,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.14789677142331387,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.07959989018260535,0.1680490631299685,0.1680490631299685,0.1680490631299685,0.1538603435839363,0.1538603435839363,0.1538603435839363,0.1538603435839363,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.04129711670404047,0.16538222143261197,0.16538222143261197,0.16538222143261197,0.16538222143261197,0.16538222143261197,0.16538222143261197,0.16538222143261197,0.16538222143261197,0.16538222143261197,0.16538222143261197,30.08
jina-embedding-b-en-v1,48.0,59.0,0.37211841493303416,56.259107142857204,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.09472871212590592,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.13309097913291126,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.06532580191564227,0.16405824361994573,0.16405824361994573,0.16405824361994573,0.15227865270696567,0.15227865270696567,0.15227865270696567,0.15227865270696567,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.04304716023861036,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,30.71
multilingual-e5-base,49.0,37.0,0.3719309831103019,59.44830357142861,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.1000999277619109,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.14709101401975452,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.06898535770857542,0.165105339828021,0.165105339828021,0.165105339828021,0.1495515994708094,0.1495515994708094,0.1495515994708094,0.1495515994708094,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.047788898307137735,0.16063871586810405,0.16063871586810405,0.16063871586810405,0.16063871586810405,0.16063871586810405,0.16063871586810405,0.16063871586810405,0.16063871586810405,0.16063871586810405,0.16063871586810405,30.11
multilingual-e5-large,50.0,25.0,0.3715880197671685,61.49830357142868,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.10355164940887333,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.15069677840068252,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.07475689594917145,0.1674366106309056,0.1674366106309056,0.1674366106309056,0.15233319377168877,0.15233319377168877,0.15233319377168877,0.15233319377168877,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.05028197708543563,0.16324063875158942,0.16324063875158942,0.16324063875158942,0.16324063875158942,0.16324063875158942,0.16324063875158942,0.16324063875158942,0.16324063875158942,0.16324063875158942,0.16324063875158942,29.69
XLM-0B6-embedding,51.0,47.0,0.3711401032966752,57.971250000000104,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.09760795310946971,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.1421154620527757,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.07823438428971985,0.15376509032924343,0.15376509032924343,0.15376509032924343,0.15162415993028816,0.15162415993028816,0.15162415993028816,0.15162415993028816,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.0424214463491552,0.15815688173308723,0.15815688173308723,0.15815688173308723,0.15815688173308723,0.15815688173308723,0.15815688173308723,0.15815688173308723,0.15815688173308723,0.15815688173308723,0.15815688173308723,30.25
gtr-t5-xl,52.0,43.0,0.3710129535008829,58.422232142857226,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.0983656481051444,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.13518594838216552,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.07557619948490275,0.1701630120783469,0.1701630120783469,0.1701630120783469,0.15260589909530442,0.15260589909530442,0.15260589909530442,0.15260589909530442,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.04688943459104594,0.15571507718089328,0.15571507718089328,0.15571507718089328,0.15571507718089328,0.15571507718089328,0.15571507718089328,0.15571507718089328,0.15571507718089328,0.15571507718089328,0.15571507718089328,30.21
